Wavelength;Counts
300;0.000446920360430543
301;0.0006058675919704438
302;0.00047381944116539816
303;0.00031785681303560075
304;-0.00017020281942412612
305;0.00014602991675193586
306;1.8124610661478854e-05
307;0.0005178354914337461
308;0.0010541245289679715
309;0.000869751693376244
310;0.0017429004323275636
311;0.0014903301021927779
312;0.0014538696855599486
313;0.0010843864218747787
314;0.0008729998470953002
315;0.0012280464626276894
316;0.0015081624225649801
317;0.001528414595685118
318;0.0022132047528239654
319;0.0039215666290903575
320;0.0047303222027807465
321;0.00621899570303135
322;0.010338893988571303
323;0.017002089668861645
324;0.027390387683590797
325;0.03810968773619691
326;0.055208928855432875
327;0.0823798632078113
328;0.11111259441342886
329;0.13541056046098604
330;0.1552026070546092
331;0.16716516328327063
332;0.16374335911953247
333;0.14352215657731948
334;0.10673913851132044
335;0.0706899204308693
336;0.037974869225471664
337;0.021667756495932
338;0.006693886540292793
339;-0.005665103327066046
340;-0.007972233495387337
341;-0.005590550098648284
342;0.0012873116181844058
343;0.012418836577645198
344;0.03519837219148947
345;0.06166290816442199
346;0.08414977927746081
347;0.10592836843695908
348;0.11841934162826717
349;0.12538504697210606
350;0.1208156283739773
351;0.10758756139886394
352;0.09574360917357375
353;0.08518658757749784
354;0.07963796960140815
355;0.07214307217519692
356;0.06623472016424473
357;0.06137534955447804
358;0.056848637584531
359;0.05404383216122244
360;0.050797882655740936
361;0.04901523317814746
362;0.04634982992396311
363;0.04359639389931233
364;0.041992240947396564
365;0.03939142723717305
366;0.03690978397813764
367;0.03471933690168266
368;0.03242894838599572
369;0.029845983186110023
370;0.027587182856477335
371;0.025507382247818622
372;0.02477964910016591
373;0.02352009981168189
374;0.02397467111440066
375;0.022522229272151667
376;0.02323891226583534
377;0.022710202253645576
378;0.022541490954341964
379;0.022888336090597296
380;0.02266307728336231
381;0.022707955868004878
382;0.022844059940157466
383;0.023355939254902026
384;0.02346706644185618
385;0.022995525163326057
386;0.023220696153954494
387;0.022203546368912707
388;0.021577482743923525
389;0.021211993466593335
390;0.02107259129746914
391;0.02022510159954265
392;0.020294490228934137
393;0.019996838358981125
394;0.02012101497084256
395;0.020161819847506375
396;0.02019195727865694
397;0.020024955271259352
398;0.02007544367898221
399;0.020104441582195428
400;0.02037174771755082
