Wavelength;Counts
442;0.007406351518705413
443;0.010217834119565531
444;0.00987607477373793
445;0.011103699389034069
446;0.012070167642301385
447;0.010768074994039147
448;0.010516069753540485
449;0.009911028579073253
450;0.011469826981650963
451;0.011558785071782233
452;0.00990931434226798
453;0.01154218017687205
454;0.012488502794221677
455;0.010811370645174104
456;0.009503126834503108
457;0.010297929230082863
458;0.010648530297792478
459;0.009430894823685223
460;0.012184975574166122
461;0.015372693635310016
462;0.023760321972727486
463;0.03977769923360931
464;0.08186508742105904
465;0.14672435631914027
466;0.260400623385807
467;0.4257801046699093
468;0.6351843710031096
469;0.839063062875776
470;0.9516194669927726
471;0.9954819413748103
472;0.9908145209414331
473;0.9968733861860883
474;0.9362025346882954
475;0.8645695650114565
476;0.8230280568357013
477;0.7274528188387974
478;0.677742572426864
479;0.6898140487610773
480;0.6985269613058933
481;0.6746734384091951
482;0.5972649401981031
483;0.4988686994152823
484;0.3824111336748474
485;0.305727585385895
486;0.2501897008524727
487;0.2024988904987248
488;0.1622030119137405
489;0.1338947149840773
490;0.10944785385656845
491;0.0927228102189912
492;0.08167731723439703
493;0.07246230155348833
494;0.058597811410825415
495;0.05351559917263127
496;0.04601634050569876
497;0.03861880313258845
498;0.0328347375186414
499;0.028424851520633072
500;0.0276967097321172
501;0.023672352558766603
502;0.02377791260553933
503;0.022569261704252868
504;0.023020968519023615
505;0.022904263952880227
506;0.02122935270028715
507;0.021995100765990414
508;0.023662902594914246
509;0.022102072055345708
510;0.01905503541191614
511;0.0214751202374341
512;0.019143236463617395
513;0.017682680516779136
514;0.01799889402177314
515;0.02004277137465123
516;0.02103080295783372
517;0.021156511471481034
518;0.023288465651188906
519;0.024607578192816178
520;0.02550842957578309
521;0.025709950730165965
522;0.026160931026171463
523;0.02819636941709619
524;0.027496686174742924
525;0.026222175889564044
526;0.02797347330900985
527;0.027518907492787507
528;0.027017691330459004
529;0.024752836338938423
530;0.0260148715376433
531;0.025238335857628087
532;0.02400582276877194
533;0.022712247674751485
534;0.023430900504762976
535;0.023888583718855307
536;0.02224160052725383
537;0.021396126609593415
538;0.021656532576232818
539;0.020510257826978084
540;0.019078400776646954
541;0.018592910864817038
542;0.016452922437672095
543;0.01574836083962158
544;0.014709367336363077
545;0.014637971761094371
546;0.014693209390381493
547;0.012766656156672562
548;0.011656267078145202
549;0.011683510126603154
550;0.011502202942038204
551;0.010572181632611692
552;0.00964685740050551
553;0.010503604303734865
554;0.010249022712972653
555;0.008620452064465765
556;0.007860652837128298
557;0.00879180144511166
558;0.008415283727113518
559;0.005890134959701039
560;0.004887778659541385
561;0.004732775107970334
562;0.004900366826759855
563;0.002849247102515553
564;0.0009627129675760389
565;0.0014068685989869828
566;0.0006177596091705448
567;0.00034720795551920194
568;0.0
