Wavelength;Counts
300;-0.0003365460320966632
301;-0.00043987765012513784
302;-0.00012988279603971668
303;-5.884854405545663e-06
304;-0.0001918817668568022
305;-0.0005018766209422182
306;-0.0005060098856633705
307;-0.00023321441406818862
308;-0.00026421389947673215
309;-0.0003675455175052067
310;-0.0004398776501251324
311;-0.00023321441406818862
312;-2.655117801124478e-05
313;-9.888331063117044e-05
314;-0.0002022149286596451
315;-7.408372230434114e-05
316;-9.629761754524353e-06
317;-0.0001961616609699206
318;-0.0005034815812346375
319;-7.216371933575842e-05
320;-0.0005184612106305741
321;-0.0014878643665119655
322;-0.0020244754950841993
323;-0.004221398870849578
324;-0.008454567450510243
325;-0.012464809288012923
326;-0.016255350229981723
327;-0.021562133726019818
328;-0.030875192194487297
329;-0.04271336735160436
330;-0.04464421711199862
331;-0.043432550256950975
332;-0.045106683102335066
333;-0.03352146573538117
334;-0.01008134290751872
335;0.0015930336114461374
336;0.010622569963521178
337;0.018234904501966853
338;0.011545035574360929
339;0.002846719031722067
340;-0.003574450833349063
341;-0.012824816053337185
342;-0.024545727725530875
343;-0.034714491848445106
344;-0.03609782948805895
345;-0.028320527059521705
346;-0.030525890930770405
347;-0.03586014916252389
348;-0.04121509885783675
349;-0.05022923340319363
350;-0.04743959510996204
351;-0.054075495207402346
352;-0.054147594490351086
353;-0.05108764639271299
354;-0.049674453730536625
355;-0.048493959823529456
356;-0.04861191079771718
357;-0.048560734210987735
358;-0.048528825110786766
359;-0.04818026755036979
360;-0.04729624680232709
361;-0.046366949088632446
362;-0.04646289386204158
363;-0.04492559671852302
364;-0.042787826952832786
365;-0.040314925887652175
366;-0.03697280346805007
367;-0.03393378712799826
368;-0.033066273002225866
369;-0.029818925768487794
370;-0.028498147470486554
371;-0.028085554069058456
372;-0.026583028410869167
373;-0.025261480064482828
374;-0.023033555906648642
375;-0.0237589544062936
376;-0.02178974569828495
377;-0.02155751209328435
378;-0.020643093647482263
379;-0.01993285766734776
380;-0.018839002174316322
381;-0.018630925502313177
382;-0.018210231406661302
383;-0.01681763623831363
384;-0.016804689558621404
385;-0.01580561646698691
386;-0.014424965354862054
387;-0.014399268157291128
388;-0.013074871856842238
389;-0.012219999344742362
390;-0.011111162895145025
391;-0.011129558476812051
392;-0.008850378025780077
393;-0.009240739699075125
394;-0.008517992991679046
395;-0.007383699135128074
396;-0.006705096051306559
397;-0.006107711173814451
398;-0.005195450507961152
399;-0.004044679059074627
400;-0.0035363152316490393
