Wavelength;Counts
300;-0.000209643644310252
301;-0.0001704696333663815
302;0.0001078573031696278
303;0.00015268545093027376
304;-6.497937907039102e-05
305;-0.00045414402702933
306;-0.0005532810443987135
307;-0.0002171497377047136
308;-8.980963536620539e-05
309;-3.480166564763228e-05
310;-5.171494255610631e-05
311;-0.00010631202628177744
312;0.0002586907975222124
313;5.9686994704649795e-05
314;-0.00020198421107087253
315;0.00012248808409076774
316;-0.00012815085977203205
317;0.00032387858919873623
318;-0.00029182858187140105
319;0.0011129027993705023
320;0.0012834605491548144
321;0.001765722784309536
322;0.003618303088013259
323;0.004840701335234622
324;0.01027178483027449
325;0.01669272950535096
326;0.026722937776597462
327;0.043924831805049566
328;0.06659016144416052
329;0.08767989934002035
330;0.10624907055671651
331;0.12282708997963138
332;0.12227711589256435
333;0.10950042729238452
334;0.08476959475224755
335;0.06258624424550274
336;0.03758292863670876
337;0.02404176985496076
338;0.007184075760656272
339;-0.005619481471893728
340;-0.008865076768848734
341;-0.007329845980529104
342;-0.0019067151001930238
343;0.010569254590665489
344;0.029152586886021514
345;0.05166442571605834
346;0.06855935871565777
347;0.08684124118176495
348;0.0979812614826342
349;0.10038734416564421
350;0.09753844912616305
351;0.08368529681703596
352;0.069484775406318
353;0.05749200674321828
354;0.04931321944005981
355;0.03882334647542421
356;0.03003616454802968
357;0.023355105822503802
358;0.016343805120187196
359;0.011674578550203762
360;0.007015227714147837
361;0.005709668517652852
362;0.0020888828359533484
363;0.001745042422548998
364;0.0017289613922495672
365;0.0014287702815540537
366;0.0019160119582079388
367;0.003377420229804487
368;0.0027225500263474006
369;0.0018916983779998925
370;0.0016356194331741541
371;0.0002429734634182834
372;0.0001306133321032077
373;0.0004717878279172638
374;0.0013473554627679712
375;-0.0005985268092675092
376;-8.864284872937139e-05
377;-0.0003975950998551664
378;-0.0003943570374680336
379;0.0003337722487700076
380;0.00083668554553646
381;0.001049309598100047
382;0.001327344253053725
383;0.0024188634870932445
384;0.002291963750872761
385;0.0026545578432818698
386;0.004053028207475714
387;0.004018076693524254
388;0.0036131739781865846
389;0.004621788837228219
390;0.0048273974839010275
391;0.0043645897556339255
392;0.005297652993227209
393;0.005546244958146193
394;0.005499645843162596
395;0.0060228411780454995
396;0.005890284137424555
397;0.0063006465791324295
398;0.005959270149860587
399;0.006491963484320563
400;0.006265308619975573
