Wavelength;Counts
300;0.005610574756446173
301;0.0052869372279249
302;0.005313681625662334
303;0.005280318202658752
304;0.004936959925569771
305;0.004312242342208817
306;0.004874609990183601
307;0.005105442431208693
308;0.0053367118868630735
309;0.005390741633472354
310;0.00579049359476566
311;0.005525072736909371
312;0.005548147714222264
313;0.005711857628558974
314;0.005241349493042406
315;0.005526842064035447
316;0.005607738031332153
317;0.004928990701361944
318;0.0047223274653050255
319;0.005787341677972294
320;0.006661452238549621
321;0.008004090352343087
322;0.01109861344665753
323;0.015297829132346171
324;0.023059737736668126
325;0.030887646607085886
326;0.04470836876405563
327;0.06921100457710794
328;0.09657616842453493
329;0.12876500548294217
330;0.15164566174875715
331;0.17136064574290016
332;0.17186172519485593
333;0.15481028253595752
334;0.11834711244708818
335;0.08838767741112064
336;0.059349534992427455
337;0.03864881399713338
338;0.007217515575965727
339;-0.010415716851728263
340;-0.015351823539676568
341;-0.013352232284530419
342;-0.009845776017955887
343;0.0019737584590414636
344;0.02479768726875131
345;0.053100535229254064
346;0.0779937975237146
347;0.10127894548526883
348;0.1165395751050411
349;0.12057164482529259
350;0.11656622113817194
351;0.10065462628181554
352;0.08759278019119113
353;0.07532310113355209
354;0.06857039797696121
355;0.06019168903439345
356;0.051166770503202896
357;0.045006355504599
358;0.03978978673781443
359;0.036076702444378606
360;0.03326471530256127
361;0.032385064713794265
362;0.03064401033336836
363;0.029742413315237304
364;0.029071738170355757
365;0.02813309307821775
366;0.026741191998732677
367;0.025990353027523977
368;0.023284542445773562
369;0.021980936847423332
370;0.02067733124907313
371;0.018276520802141177
372;0.017262921012635775
373;0.01637737266678177
374;0.01694315013240435
375;0.015101503936213394
376;0.015565099123393489
377;0.015247516947798814
378;0.015294287616262864
379;0.015714150445746734
380;0.016203838378696614
381;0.016431257370583596
382;0.01652749717582694
383;0.01697706295111234
384;0.017382771163587475
385;0.017078664397068552
386;0.01782785125698652
387;0.016428630925019543
388;0.01599171873628982
389;0.016299739772403125
390;0.016310463053828855
391;0.015453849013619018
392;0.015908776429617282
393;0.01581789826508679
394;0.015796988295581266
395;0.015992952900985534
396;0.0161597864498522
397;0.01603160085786423
398;0.01582191985335038
399;0.016245267677751925
400;0.016434208633986425
