Wavelength;Counts
442;0.005807760164666305
443;0.008380555078497364
444;0.009382786398799648
445;0.009413381952991469
446;0.011734443481006778
447;0.010136068257893345
448;0.009244344011067003
449;0.008527236249657424
450;0.01021971590869573
451;0.010503571106732567
452;0.00913369044955475
453;0.011790299267914273
454;0.013485047958804267
455;0.010067819286299925
456;0.00866574119406466
457;0.008500566397288552
458;0.008701718425476956
459;0.00845267740404422
460;0.010549444268693932
461;0.014457289165335993
462;0.021777230415657784
463;0.036805973390683144
464;0.07727024900197649
465;0.13847893703165343
466;0.23969129268567158
467;0.40063794504968386
468;0.610320232167995
469;0.8201953683792572
470;0.9411989011141988
471;0.991972271891204
472;0.9844872272364137
473;0.978736598127087
474;0.9233961914453399
475;0.8522945760583331
476;0.7885503872544009
477;0.6991603994726728
478;0.6516679898859872
479;0.6701357153883218
480;0.6755004205806007
481;0.6445388798250496
482;0.5611797668999117
483;0.45370459944008273
484;0.34359652848903555
485;0.27490318622200455
486;0.22367819156748314
487;0.17371016352109808
488;0.13795395487884848
489;0.11086255071265803
490;0.08585033948328287
491;0.07135432640465098
492;0.0630151457283127
493;0.05443986844911096
494;0.042601344809272794
495;0.03918240295773099
496;0.034130550326409756
497;0.02844618985242285
498;0.0213739719191937
499;0.019704789406158166
500;0.019398896781553526
501;0.016514095444741264
502;0.018748632491669283
503;0.01646326877062893
504;0.016129570591787074
505;0.014769702983460168
506;0.01241607177349534
507;0.015569369848499605
508;0.017715570057312113
509;0.014450524389164223
510;0.012647665349941554
511;0.014933805686439906
512;0.015203619687885903
513;0.01478058368368148
514;0.01627241169857674
515;0.018840403078150356
516;0.018461125390308183
517;0.018130056209126794
518;0.020830397053401176
519;0.022697146625555432
520;0.023158736932632127
521;0.024340808498111946
522;0.023490212144082402
523;0.02564104926169235
524;0.024940520544882928
525;0.024003460097994558
526;0.02428807669167707
527;0.024964647544708746
528;0.024009191986252273
529;0.021931781036191922
530;0.023055008422764037
531;0.022100903977518373
532;0.021150283592293713
533;0.020728012305294793
534;0.022023385577006553
535;0.022757362432378164
536;0.02116252333974296
537;0.020462409785646212
538;0.02095077570887104
539;0.020482197377355817
540;0.018116050199626147
541;0.01687861173250755
542;0.016410441392574006
543;0.016367602276501546
544;0.01418382733576526
545;0.014247066030920129
546;0.014742775802614466
547;0.013861513986268881
548;0.011374397304582505
549;0.01206227111123002
550;0.012031671742606937
551;0.010826056618856347
552;0.009133911533998318
553;0.00961738155824358
554;0.009777518254037852
555;0.008008466756040333
556;0.0071712680305120995
557;0.007047646581274738
558;0.006903217561373632
559;0.005507886352159827
560;0.004413448934406588
561;0.003518927391657692
562;0.0039399747039116015
563;0.0015819873578145876
564;0.00022765930255597716
565;0.000317009458935431
566;0.0003353690801092799
567;0.00028273816607752396
568;0.0
